window_index,reconstruction_error,camera_threshold,normalized_score,camera_prediction,true_label
51,0.25828022,0.1934913545846939,1.3348411,1,1
52,0.19639747,0.1934913545846939,1.0150193,1,1
53,0.2723882,0.1934913545846939,1.4077538,1,1
54,0.31941098,0.1934913545846939,1.6507765,1,1
55,0.25485477,0.1934913545846939,1.3171377,1,1
56,0.304197,0.1934913545846939,1.5721478,1,1
57,0.34764284,0.1934913545846939,1.7966841,1,1
58,0.18249257,0.1934913545846939,0.9431562,0,1
59,0.23312946,0.1934913545846939,1.2048572,1,1
60,0.22104606,0.1934913545846939,1.1424079,1,1
61,0.22589605,0.1934913545846939,1.1674736,1,1
62,0.19155507,0.1934913545846939,0.9899929,0,1
63,0.21156046,0.1934913545846939,1.0933845,1,1
64,0.2169871,0.1934913545846939,1.1214305,1,1
65,0.19648685,0.1934913545846939,1.0154812,1,1
66,0.1893868,0.1934913545846939,0.9787869,0,1
67,0.0695953,0.1934913545846939,0.3596817,0,0
68,0.059472825,0.1934913545846939,0.30736685,0,0
69,0.11181109,0.1934913545846939,0.5778609,0,0
70,0.048722103,0.1934913545846939,0.25180507,0,0
71,0.085309885,0.1934913545846939,0.44089767,0,0
72,0.08159298,0.1934913545846939,0.42168796,0,0
73,0.042171344,0.1934913545846939,0.2179495,0,0
74,0.057871044,0.1934913545846939,0.29908854,0,0
75,0.04348454,0.1934913545846939,0.22473633,0,0
76,0.04423055,0.1934913545846939,0.22859187,0,0
77,0.053019237,0.1934913545846939,0.27401346,0,0
78,0.04648217,0.1934913545846939,0.24022865,0,0
79,0.1595878,0.1934913545846939,0.82478,0,0
80,0.058086537,0.1934913545846939,0.30020222,0,0
81,0.0377635,0.1934913545846939,0.19516893,0,0
82,0.043917056,0.1934913545846939,0.22697167,0,0
83,0.050321504,0.1934913545846939,0.26007107,0,0
84,0.06777987,0.1934913545846939,0.3502992,0,0
85,0.16194868,0.1934913545846939,0.8369815,0,1
86,0.14825572,0.1934913545846939,0.76621366,0,1
87,0.36386022,0.1934913545846939,1.8804986,1,1
88,0.2621513,0.1934913545846939,1.3548477,1,0
89,0.17106599,0.1934913545846939,0.88410145,0,0
90,0.068471655,0.1934913545846939,0.3538745,0,0
91,0.07884613,0.1934913545846939,0.40749174,0,0
92,0.06780253,0.1934913545846939,0.35041633,0,0
93,0.11544063,0.1934913545846939,0.59661907,0,0
94,0.052458577,0.1934913545846939,0.27111587,0,0
95,0.07439798,0.1934913545846939,0.38450286,0,0
96,0.14396779,0.1934913545846939,0.7440528,0,0
97,0.04507125,0.1934913545846939,0.23293677,0,0
98,0.058746967,0.1934913545846939,0.30361545,0,0
99,0.07189476,0.1934913545846939,0.37156573,0,0
100,0.049626652,0.1934913545846939,0.25647995,0,0
101,0.042195026,0.1934913545846939,0.2180719,0,0
102,0.072806515,0.1934913545846939,0.37627786,0,0
103,0.108954504,0.1934913545846939,0.56309754,0,0
104,0.05336698,0.1934913545846939,0.2758107,0,0
105,0.18839252,0.1934913545846939,0.97364825,0,0
106,0.089397386,0.1934913545846939,0.46202263,0,0
107,0.059903797,0.1934913545846939,0.30959418,0,0
108,0.035989203,0.1934913545846939,0.18599902,0,0
109,0.12814127,0.1934913545846939,0.6622584,0,0
110,0.08745884,0.1934913545846939,0.45200387,0,0
111,0.25746366,0.1934913545846939,1.330621,1,0
112,0.082717165,0.1934913545846939,0.42749798,0,0
113,0.05387684,0.1934913545846939,0.27844572,0,0
114,0.082195655,0.1934913545846939,0.42480272,0,0
115,0.09401082,0.1934913545846939,0.48586574,0,0
116,0.13318235,0.1934913545846939,0.68831164,0,0
117,0.07117734,0.1934913545846939,0.367858,0,0
118,0.04817671,0.1934913545846939,0.24898636,0,0
119,0.32512894,0.1934913545846939,1.680328,1,0
120,0.052022684,0.1934913545846939,0.26886308,0,0
121,0.04766858,0.1934913545846939,0.24636026,0,0
122,0.039312,0.1934913545846939,0.20317188,0,0
123,0.47028038,0.1934913545846939,2.4304981,1,0
124,0.049006365,0.1934913545846939,0.25327417,0,0
125,0.04246389,0.1934913545846939,0.21946144,0,0
126,0.041331727,0.1934913545846939,0.2136102,0,0
127,0.03990494,0.1934913545846939,0.2062363,0,0
128,0.035358295,0.1934913545846939,0.18273836,0,0
129,0.051472995,0.1934913545846939,0.2660222,0,0
130,0.052136097,0.1934913545846939,0.26944923,0,0
131,0.025222143,0.1934913545846939,0.13035281,0,0
132,0.017442858,0.1934913545846939,0.090147994,0,0
133,0.025866754,0.1934913545846939,0.13368429,0,0
134,0.20395629,0.1934913545846939,1.0540848,1,0
135,0.06829893,0.1934913545846939,0.3529818,0,0
136,0.054502644,0.1934913545846939,0.28168,0,0
137,0.1312575,0.1934913545846939,0.6783637,0,0
138,0.034040358,0.1934913545846939,0.17592703,0,0
139,0.040011454,0.1934913545846939,0.20678678,0,0
140,0.054691903,0.1934913545846939,0.28265813,0,0
141,0.03994618,0.1934913545846939,0.20644943,0,0
142,0.48711106,0.1934913545846939,2.5174823,1,0
143,0.14081977,0.1934913545846939,0.72778326,0,0
144,0.043380804,0.1934913545846939,0.22420022,0,0
145,0.024337491,0.1934913545846939,0.12578076,0,0
146,0.042558838,0.1934913545846939,0.21995214,0,0
147,0.27979648,0.1934913545846939,1.4460412,1,0
148,0.07629957,0.1934913545846939,0.39433065,0,0
149,0.03646133,0.1934913545846939,0.18843907,0,0
150,0.048273243,0.1934913545846939,0.24948527,0,0
151,0.17571539,0.1934913545846939,0.9081304,0,1
152,0.13581437,0.1934913545846939,0.7019144,0,1
153,0.120782904,0.1934913545846939,0.62422895,0,1
154,0.099089526,0.1934913545846939,0.51211345,0,0
155,0.048586454,0.1934913545846939,0.251104,0,0
156,0.049384635,0.1934913545846939,0.25522915,0,0
157,0.05663925,0.1934913545846939,0.29272237,0,0
158,0.05812497,0.1934913545846939,0.30040085,0,0
159,0.06594424,0.1934913545846939,0.34081233,0,0
160,0.05764899,0.1934913545846939,0.2979409,0,0
161,0.044846684,0.1934913545846939,0.23177616,0,0
162,0.065794565,0.1934913545846939,0.34003878,0,0
163,0.029305516,0.1934913545846939,0.15145646,0,0
164,0.050809518,0.1934913545846939,0.2625932,0,0
165,0.050347384,0.1934913545846939,0.26020482,0,0
166,0.09322246,0.1934913545846939,0.48179135,0,0
167,0.28896567,0.1934913545846939,1.4934294,1,0
168,0.1368991,0.1934913545846939,0.7075205,0,0
169,0.05034603,0.1934913545846939,0.26019785,0,0
170,0.20970634,0.1934913545846939,1.0838021,1,1
171,0.20607139,0.1934913545846939,1.065016,1,1
172,0.22898261,0.1934913545846939,1.1834255,1,1
173,0.08700933,0.1934913545846939,0.44968072,0,0
174,0.19110107,0.1934913545846939,0.9876466,0,0
175,0.06928765,0.1934913545846939,0.3580917,0,0
176,0.06002137,0.1934913545846939,0.31020182,0,0
177,0.052146114,0.1934913545846939,0.269501,0,0
178,0.05375349,0.1934913545846939,0.27780822,0,0
179,0.06446414,0.1934913545846939,0.33316287,0,0
180,0.05082988,0.1934913545846939,0.26269844,0,0
181,0.0434896,0.1934913545846939,0.2247625,0,0
182,0.04310202,0.1934913545846939,0.2227594,0,0
183,0.08150715,0.1934913545846939,0.42124438,0,0
184,0.112447,0.1934913545846939,0.58114743,0,0
185,0.06328139,0.1934913545846939,0.3270502,0,0
186,0.050829902,0.1934913545846939,0.26269856,0,0
187,0.08687901,0.1934913545846939,0.44900718,0,0
188,0.032094326,0.1934913545846939,0.16586956,0,0
189,0.044145487,0.1934913545846939,0.22815225,0,0
190,0.056244384,0.1934913545846939,0.29068163,0,0
191,0.03557631,0.1934913545846939,0.18386512,0,0
192,0.05612094,0.1934913545846939,0.29004365,0,0
193,0.038282566,0.1934913545846939,0.19785155,0,0
194,0.21788573,0.1934913545846939,1.1260748,1,0
195,0.03982068,0.1934913545846939,0.20580082,0,0
196,0.037723947,0.1934913545846939,0.19496451,0,0
197,0.19349131,0.1934913545846939,0.99999976,0,0
198,0.041906707,0.1934913545846939,0.2165818,0,0
199,0.03991736,0.1934913545846939,0.20630048,0,0
200,0.041871928,0.1934913545846939,0.21640205,0,0
201,0.05161349,0.1934913545846939,0.2667483,0,0
202,0.07848734,0.1934913545846939,0.40563744,0,0
203,0.037952766,0.1934913545846939,0.19614708,0,0
204,0.05068737,0.1934913545846939,0.26196194,0,0
205,0.036943823,0.1934913545846939,0.19093268,0,0
206,0.06602393,0.1934913545846939,0.3412242,0,0
207,0.05799654,0.1934913545846939,0.29973713,0,0
208,0.048704516,0.1934913545846939,0.25171417,0,0
209,0.043329753,0.1934913545846939,0.22393638,0,0
210,0.05771438,0.1934913545846939,0.29827887,0,0
211,0.050806504,0.1934913545846939,0.26257765,0,0
212,0.057619926,0.1934913545846939,0.2977907,0,0
213,0.06986701,0.1934913545846939,0.36108595,0,0
214,0.056371365,0.1934913545846939,0.2913379,0,0
215,0.05119358,0.1934913545846939,0.26457813,0,0
216,0.106469996,0.1934913545846939,0.55025715,0,0
217,0.05071984,0.1934913545846939,0.26212975,0,0
218,0.04980906,0.1934913545846939,0.25742266,0,0
219,0.041386105,0.1934913545846939,0.21389124,0,0
220,0.13072896,0.1934913545846939,0.67563206,0,0
221,0.061426897,0.1934913545846939,0.31746584,0,0
222,0.03448843,0.1934913545846939,0.17824274,0,0
223,0.13046989,0.1934913545846939,0.6742931,0,0
224,0.07162959,0.1934913545846939,0.3701953,0,0
225,0.028560856,0.1934913545846939,0.14760792,0,0
226,0.039845828,0.1934913545846939,0.2059308,0,0
227,0.048484847,0.1934913545846939,0.25057888,0,0
228,0.055920623,0.1934913545846939,0.28900838,0,0
229,0.034053262,0.1934913545846939,0.17599371,0,0
230,0.05698587,0.1934913545846939,0.2945138,0,0
231,0.13129981,0.1934913545846939,0.6785823,0,0
232,0.020318069,0.1934913545846939,0.10500763,0,0
233,0.039630517,0.1934913545846939,0.20481803,0,0
234,0.04759016,0.1934913545846939,0.24595496,0,0
235,0.13549459,0.1934913545846939,0.7002617,0,0
236,0.058488395,0.1934913545846939,0.3022791,0,0
237,0.08151356,0.1934913545846939,0.42127752,0,1
238,0.21242836,0.1934913545846939,1.09787,1,1
239,0.099050105,0.1934913545846939,0.5119097,0,1
240,0.065769516,0.1934913545846939,0.33990932,0,0
241,0.06849802,0.1934913545846939,0.35401076,0,0
242,0.06094113,0.1934913545846939,0.31495532,0,0
243,0.04151805,0.1934913545846939,0.21457316,0,0
244,0.037191097,0.1934913545846939,0.19221064,0,0
245,0.055286523,0.1934913545846939,0.28573123,0,0
246,0.055738322,0.1934913545846939,0.2880662,0,0
247,0.36806554,0.1934913545846939,1.9022324,1,1
248,0.06664279,0.1934913545846939,0.34442258,0,0
249,0.051600643,0.1934913545846939,0.2666819,0,0
250,0.049830455,0.1934913545846939,0.25753325,0,0
251,0.218314,0.1934913545846939,1.1282881,1,0
252,0.23394717,0.1934913545846939,1.2090833,1,0
253,0.37364167,0.1934913545846939,1.931051,1,0
254,0.40325242,0.1934913545846939,2.084085,1,0
255,0.330221,0.1934913545846939,1.7066447,1,0
256,0.047748554,0.1934913545846939,0.24677359,0,0
257,0.056085117,0.1934913545846939,0.28985852,0,0
258,0.1222861,0.1934913545846939,0.63199776,0,0
259,0.029072586,0.1934913545846939,0.15025264,0,0
260,0.031912547,0.1934913545846939,0.16493009,0,0
261,0.042580657,0.1934913545846939,0.22006491,0,0
262,0.02160464,0.1934913545846939,0.111656874,0,0
263,0.057715945,0.1934913545846939,0.29828694,0,0
264,0.045498293,0.1934913545846939,0.2351438,0,0
265,0.033969738,0.1934913545846939,0.17556204,0,0
266,0.051214855,0.1934913545846939,0.26468807,0,0
267,0.03692602,0.1934913545846939,0.19084068,0,0
268,0.0652244,0.1934913545846939,0.33709207,0,0
269,0.06163694,0.1934913545846939,0.3185514,0,0
270,0.08108084,0.1934913545846939,0.41904116,0,0
271,0.10668799,0.1934913545846939,0.5513838,0,0
272,0.03235646,0.1934913545846939,0.16722432,0,0
273,0.031566814,0.1934913545846939,0.16314328,0,0
274,0.041901514,0.1934913545846939,0.21655497,0,0
275,0.042949047,0.1934913545846939,0.22196881,0,0
276,0.03633279,0.1934913545846939,0.18777475,0,0
277,0.039542526,0.1934913545846939,0.20436327,0,0
278,0.055355057,0.1934913545846939,0.28608543,0,0
279,0.027684834,0.1934913545846939,0.14308047,0,0
280,0.04397863,0.1934913545846939,0.2272899,0,0
281,0.03319809,0.1934913545846939,0.17157401,0,0
282,0.03520836,0.1934913545846939,0.18196347,0,0
283,0.29202417,0.1934913545846939,1.5092362,1,1
284,0.24026807,0.1934913545846939,1.241751,1,1
285,0.29252785,0.1934913545846939,1.5118394,1,1
286,0.29409748,0.1934913545846939,1.5199516,1,1
287,0.27086243,0.1934913545846939,1.3998684,1,1
288,0.05929457,0.1934913545846939,0.30644557,0,0
289,0.044797603,0.1934913545846939,0.2315225,0,0
290,0.05685851,0.1934913545846939,0.29385555,0,0
291,0.03606594,0.1934913545846939,0.18639562,0,0
292,0.058654193,0.1934913545846939,0.303136,0,0
293,0.04758416,0.1934913545846939,0.24592397,0,0
294,0.04361094,0.1934913545846939,0.22538961,0,0
295,0.058864616,0.1934913545846939,0.3042235,0,0
296,0.0485493,0.1934913545846939,0.25091198,0,0
297,0.03813606,0.1934913545846939,0.1970944,0,0
298,0.06260099,0.1934913545846939,0.3235338,0,0
299,0.055331364,0.1934913545846939,0.28596297,0,0
300,0.044605855,0.1934913545846939,0.23053151,0,0
301,0.046207134,0.1934913545846939,0.23880723,0,0
302,0.05665141,0.1934913545846939,0.29278523,0,0
303,0.4227732,0.1934913545846939,2.184972,1,1
304,0.19735968,0.1934913545846939,1.0199922,1,1
305,0.17199789,0.1934913545846939,0.8889177,0,1
306,0.30033135,0.1934913545846939,1.5521693,1,1
307,0.2609721,0.1934913545846939,1.3487533,1,1
308,0.24310255,0.1934913545846939,1.2564001,1,1
309,0.3460874,0.1934913545846939,1.7886453,1,1
310,0.28860524,0.1934913545846939,1.4915667,1,1
311,0.34521136,0.1934913545846939,1.7841177,1,1
312,0.24841829,0.1934913545846939,1.2838728,1,1
313,0.25403854,0.1934913545846939,1.3129194,1,1
314,0.24994107,0.1934913545846939,1.2917428,1,1
315,0.15190941,0.1934913545846939,0.78509665,0,1
316,0.1873377,0.1934913545846939,0.96819675,0,1
317,0.25534254,0.1934913545846939,1.3196586,1,1
318,0.17988841,0.1934913545846939,0.9296974,0,1
319,0.2414629,0.1934913545846939,1.247926,1,1
320,0.17841513,0.1934913545846939,0.92208326,0,1
321,0.23635662,0.1934913545846939,1.2215358,1,1
322,0.20017369,0.1934913545846939,1.0345355,1,1
323,0.19046456,0.1934913545846939,0.98435694,0,1
324,0.24675123,0.1934913545846939,1.2752571,1,1
325,0.21972659,0.1934913545846939,1.1355886,1,1
326,0.22180995,0.1934913545846939,1.1463559,1,1
327,0.30490544,0.1934913545846939,1.5758091,1,1
328,0.20319538,0.1934913545846939,1.0501522,1,1
329,0.23444393,0.1934913545846939,1.2116507,1,1
330,0.2756711,0.1934913545846939,1.4247205,1,1
331,0.3501324,0.1934913545846939,1.8095506,1,1
332,0.39077458,0.1934913545846939,2.019597,1,1
333,0.30820093,0.1934913545846939,1.5928408,1,1
334,0.362101,0.1934913545846939,1.8714066,1,1
335,0.3786791,0.1934913545846939,1.9570854,1,1
336,0.2812949,0.1934913545846939,1.4537854,1,1
337,0.30189633,0.1934913545846939,1.5602574,1,1
338,0.1590347,0.1934913545846939,0.82192147,0,1
339,0.056705143,0.1934913545846939,0.29306293,0,0
340,0.22529943,0.1934913545846939,1.1643902,1,1
341,0.25892454,0.1934913545846939,1.3381711,1,1
342,0.20511931,0.1934913545846939,1.0600954,1,1
343,0.22013402,0.1934913545846939,1.1376944,1,1
344,0.25567958,0.1934913545846939,1.3214005,1,1
345,0.21070267,0.1934913545846939,1.0889513,1,1
346,0.30865702,0.1934913545846939,1.595198,1,1
347,0.21917878,0.1934913545846939,1.1327575,1,1
348,0.24666336,0.1934913545846939,1.274803,1,1
349,0.16785815,0.1934913545846939,0.8675228,0,1
350,0.23797286,0.1934913545846939,1.2298888,1,1
351,0.22700201,0.1934913545846939,1.1731894,1,1
352,0.28028888,0.1934913545846939,1.448586,1,1
353,0.2643544,0.1934913545846939,1.3662337,1,1
354,0.44185176,0.1934913545846939,2.2835736,1,1
355,0.33835796,0.1934913545846939,1.748698,1,1
356,0.3231912,0.1934913545846939,1.6703134,1,1
357,0.2169347,0.1934913545846939,1.1211597,1,1
358,0.3049374,0.1934913545846939,1.5759742,1,1
359,0.27664015,0.1934913545846939,1.4297287,1,1
360,0.3114549,0.1934913545846939,1.6096579,1,1
361,0.32260865,0.1934913545846939,1.6673026,1,1
362,0.40172955,0.1934913545846939,2.0762146,1,1
363,0.3381347,0.1934913545846939,1.7475443,1,1
364,0.32257885,0.1934913545846939,1.6671486,1,1
365,0.26964456,0.1934913545846939,1.3935742,1,1
366,0.37743372,0.1934913545846939,1.950649,1,1
367,0.2619233,0.1934913545846939,1.3536693,1,1
368,0.42638755,0.1934913545846939,2.2036517,1,1
369,0.47117308,0.1934913545846939,2.4351118,1,1
370,0.3974629,0.1934913545846939,2.0541637,1,1
371,0.32321233,0.1934913545846939,1.6704226,1,1
372,0.31737915,0.1934913545846939,1.6402756,1,1
373,0.36840847,0.1934913545846939,1.9040048,1,1
374,0.18162878,0.1934913545846939,0.938692,0,0
375,0.0914118,0.1934913545846939,0.4724335,0,0
376,0.053779144,0.1934913545846939,0.2779408,0,0
377,0.09158149,0.1934913545846939,0.47331053,0,0
378,0.07711504,0.1934913545846939,0.39854512,0,0
379,0.2024481,0.1934913545846939,1.0462902,1,0
380,0.19791916,0.1934913545846939,1.0228838,1,1
381,0.046700716,0.1934913545846939,0.24135815,0,0
382,0.05353992,0.1934913545846939,0.27670446,0,0
383,0.040103752,0.1934913545846939,0.2072638,0,0
384,0.051105816,0.1934913545846939,0.26412454,0,0
385,0.06441319,0.1934913545846939,0.33289957,0,0
386,0.06537504,0.1934913545846939,0.3378706,0,0
387,0.05352461,0.1934913545846939,0.27662534,0,0
388,0.056497622,0.1934913545846939,0.29199043,0,0
389,0.061042123,0.1934913545846939,0.31547725,0,0
390,0.13113181,0.1934913545846939,0.67771405,0,1
391,0.1211193,0.1934913545846939,0.6259675,0,1
392,0.13140899,0.1934913545846939,0.6791466,0,1
393,0.094415754,0.1934913545846939,0.48795852,0,1
394,0.13948892,0.1934913545846939,0.7209052,0,1
395,0.20625965,0.1934913545846939,1.065989,1,1
396,0.1980933,0.1934913545846939,1.0237837,1,1
397,0.16286397,0.1934913545846939,0.8417119,0,1
398,0.1089889,0.1934913545846939,0.56327534,0,1
399,0.23293544,0.1934913545846939,1.2038546,1,0
400,0.14960137,0.1934913545846939,0.77316827,0,0
401,0.06212849,0.1934913545846939,0.32109183,0,0
402,0.10348914,0.1934913545846939,0.5348515,0,0
403,0.07067341,0.1934913545846939,0.3652536,0,0
404,0.05808575,0.1934913545846939,0.30019817,0,0
405,0.082062796,0.1934913545846939,0.42411608,0,0
406,0.03649201,0.1934913545846939,0.18859762,0,0
407,0.022655277,0.1934913545846939,0.11708676,0,0
408,0.04254495,0.1934913545846939,0.21988037,0,0
409,0.08375647,0.1934913545846939,0.43286932,0,0
410,0.05807887,0.1934913545846939,0.3001626,0,0
411,0.068281926,0.1934913545846939,0.35289395,0,0
412,0.06349432,0.1934913545846939,0.32815066,0,0
413,0.07813822,0.1934913545846939,0.40383312,0,0
414,0.08767658,0.1934913545846939,0.45312917,0,1
415,0.1683064,0.1934913545846939,0.8698394,0,1
416,0.1028752,0.1934913545846939,0.53167856,0,0
417,0.07099446,0.1934913545846939,0.3669128,0,0
418,0.04970224,0.1934913545846939,0.2568706,0,0
419,0.044609655,0.1934913545846939,0.23055115,0,0
420,0.13877642,0.1934913545846939,0.71722287,0,0
421,0.07735835,0.1934913545846939,0.39980263,0,0
422,0.102508225,0.1934913545846939,0.52978194,0,0
423,0.047949888,0.1934913545846939,0.2478141,0,0
424,0.061923996,0.1934913545846939,0.32003495,0,0
425,0.049721118,0.1934913545846939,0.25696817,0,0
426,0.060198046,0.1934913545846939,0.3111149,0,0
427,0.057994284,0.1934913545846939,0.29972544,0,0
428,0.050782606,0.1934913545846939,0.26245412,0,0
429,0.043413427,0.1934913545846939,0.22436883,0,0
430,0.054376204,0.1934913545846939,0.28102654,0,0
431,0.060619287,0.1934913545846939,0.31329197,0,0
432,0.039206676,0.1934913545846939,0.20262754,0,0
433,0.031307925,0.1934913545846939,0.16180529,0,0
434,0.25062528,0.1934913545846939,1.295279,1,0
435,0.06011812,0.1934913545846939,0.31070185,0,0
436,0.04431995,0.1934913545846939,0.2290539,0,0
437,0.064875014,0.1934913545846939,0.33528638,0,0
438,0.03958812,0.1934913545846939,0.2045989,0,0
439,0.062943116,0.1934913545846939,0.32530195,0,0
440,0.18075947,0.1934913545846939,0.9341992,0,0
441,0.09837687,0.1934913545846939,0.5084303,0,0
442,0.06515444,0.1934913545846939,0.3367305,0,0
443,0.035097923,0.1934913545846939,0.18139271,0,0
444,0.04683758,0.1934913545846939,0.24206549,0,0
445,0.38134357,0.1934913545846939,1.9708558,1,1
446,0.4869603,0.1934913545846939,2.5167031,1,1
447,0.44352683,0.1934913545846939,2.2922308,1,1
448,0.30754474,0.1934913545846939,1.5894495,1,1
449,0.24509342,0.1934913545846939,1.2666893,1,1
450,0.06248915,0.1934913545846939,0.32295576,0,0
451,0.036050893,0.1934913545846939,0.18631785,0,0
452,0.038435888,0.1934913545846939,0.19864395,0,0
453,0.04960705,0.1934913545846939,0.25637865,0,0
454,0.033289164,0.1934913545846939,0.17204471,0,0
455,0.02903644,0.1934913545846939,0.15006582,0,0
456,0.031842317,0.1934913545846939,0.16456713,0,0
457,0.026349962,0.1934913545846939,0.1361816,0,0
458,0.029265167,0.1934913545846939,0.15124793,0,0
459,0.031108214,0.1934913545846939,0.16077314,0,0
460,0.027082274,0.1934913545846939,0.13996632,0,0
461,0.051787414,0.1934913545846939,0.26764718,0,0
462,0.043453917,0.1934913545846939,0.22457808,0,0
463,0.030262519,0.1934913545846939,0.15640244,0,0
464,0.043492,0.1934913545846939,0.2247749,0,0
465,0.03313467,0.1934913545846939,0.17124625,0,0
466,0.03200128,0.1934913545846939,0.16538867,0,0
467,0.10332865,0.1934913545846939,0.5340221,0,0
468,0.05956122,0.1934913545846939,0.30782366,0,0
469,0.09735011,0.1934913545846939,0.5031238,0,0
470,0.08760439,0.1934913545846939,0.45275608,0,0
471,0.057186283,0.1934913545846939,0.29554954,0,0
472,0.04168956,0.1934913545846939,0.21545956,0,0
473,0.051948436,0.1934913545846939,0.26847938,0,0
474,0.03511401,0.1934913545846939,0.18147585,0,0
475,0.19649152,0.1934913545846939,1.0155054,1,0
476,0.1266224,0.1934913545846939,0.6544085,0,0
477,0.04775267,0.1934913545846939,0.24679485,0,0
478,0.057644166,0.1934913545846939,0.29791597,0,0
479,0.04379415,0.1934913545846939,0.22633648,0,0
480,0.037650242,0.1934913545846939,0.1945836,0,0
481,0.06795971,0.1934913545846939,0.35122865,0,0
482,0.044691294,0.1934913545846939,0.23097308,0,0
483,0.03701904,0.1934913545846939,0.19132142,0,0
484,0.030788548,0.1934913545846939,0.15912105,0,0
485,0.025233325,0.1934913545846939,0.13041061,0,0
486,0.034946688,0.1934913545846939,0.1806111,0,0
487,0.30359298,0.1934913545846939,1.5690261,1,0
488,0.056658037,0.1934913545846939,0.29281947,0,0
489,0.056949608,0.1934913545846939,0.29432636,0,0
490,0.05538116,0.1934913545846939,0.28622034,0,0
491,0.061538033,0.1934913545846939,0.31804022,0,0
492,0.05079313,0.1934913545846939,0.2625085,0,0
493,0.068765536,0.1934913545846939,0.35539332,0,0
494,0.0687162,0.1934913545846939,0.35513833,0,0
495,0.0555984,0.1934913545846939,0.28734308,0,0
496,0.053744167,0.1934913545846939,0.27776003,0,0
497,0.035858724,0.1934913545846939,0.18532468,0,0
498,0.059628822,0.1934913545846939,0.30817306,0,0
499,0.3181291,0.1934913545846939,1.6441514,1,0
500,0.05444512,0.1934913545846939,0.2813827,0,0
501,0.04203169,0.1934913545846939,0.21722774,0,0
502,0.123633504,0.1934913545846939,0.6389614,0,0
503,0.054630313,0.1934913545846939,0.2823398,0,0
504,0.09265235,0.1934913545846939,0.4788449,0,0
505,0.055385936,0.1934913545846939,0.28624502,0,0
506,0.028479325,0.1934913545846939,0.14718655,0,0
507,0.03857621,0.1934913545846939,0.19936918,0,0
508,0.03457278,0.1934913545846939,0.17867868,0,0
509,0.05907874,0.1934913545846939,0.30533013,0,0
510,0.0399334,0.1934913545846939,0.20638338,0,0
511,0.055469394,0.1934913545846939,0.28667635,0,0
512,0.02378154,0.1934913545846939,0.122907504,0,0
513,0.026148586,0.1934913545846939,0.13514085,0,0
514,0.027790148,0.1934913545846939,0.14362475,0,0
515,0.19010036,0.1934913545846939,0.9824747,0,0
516,0.027998865,0.1934913545846939,0.14470343,0,0
